,timestamp,source,tweets ago,tweet text,compound score,positive score,negative score,neutral score
135,Sat Jan 20 18:02:03 +0000 2018,@CBSnews,35,WATCH LIVE: Senate Minority Leader Chuck Schumer holds a press conference amid government shutdown… https://t.co/XGBD5pkqTt,0.0,0.0,0.0,1.0
136,Sat Jan 20 18:00:01 +0000 2018,@CBSnews,36,"The governor of California once again denies parole for Leslie Van Houten, the youngest follower of Charles Manson… https://t.co/ov9ecXsHeK",-0.4215,0.0,0.135,0.865
137,Sat Jan 20 17:50:01 +0000 2018,@CBSnews,37,"2 Americans and 2 Canadians who were kidnapped in Nigeria on Tuesday have been freed and are in good condition, pol… https://t.co/xhmL25NrxQ",0.6808,0.237,0.0,0.763
138,Sat Jan 20 17:40:01 +0000 2018,@CBSnews,38,"DEVELOPING: At least 4 gunmen launched an attack on the Intercontinental Hotel in Kabul, according to Afghan offici… https://t.co/N5iQJqT6By",-0.3818,0.073,0.15,0.777
139,Sat Jan 20 17:30:06 +0000 2018,@CBSnews,39,Thousands of activists are taking to the streets around the world for the #WomensMarch2018. Here's a look at some o… https://t.co/IwOsLZ8oQt,0.0,0.0,0.0,1.0
140,Sat Jan 20 17:23:58 +0000 2018,@CBSnews,40,"""Like the president, the House, the bipartisan majority of senators, the American people cannot begin to understand… https://t.co/N3wKxBBZO1",0.3612,0.128,0.0,0.872
141,Sat Jan 20 17:19:35 +0000 2018,@CBSnews,41,"Senate Majority Leader Mitch McConnell on Democrats: ""These rhetorical gymnastics are simply not persuasive. The Am… https://t.co/O7mSgQhLhS",0.0,0.0,0.0,1.0
142,Sat Jan 20 17:13:38 +0000 2018,@CBSnews,42,WATCH LIVE: Senate Majority Leader Mitch McConnell speaks on Senate floor amid government shutdown… https://t.co/6ZW0axuzLj,0.0,0.0,0.0,1.0
143,Sat Jan 20 17:00:03 +0000 2018,@CBSnews,43,"The government shutdown may be the first since 2013 -- but it isn't unheard of
https://t.co/Tg5r4IkVgy https://t.co/Mt117WTmJj",0.0,0.0,0.0,1.0
144,Sat Jan 20 16:52:23 +0000 2018,@CBSnews,44,"""Consistently, the strategy of the Republican Party has been to take America hostage and shut down the government,""… https://t.co/hlb86FFEAW",0.4019,0.13,0.0,0.87
145,Sat Jan 20 16:48:17 +0000 2018,@CBSnews,45,"""The buck stops here. Happy anniversary, Mr. President, your wish came true. You wanted to shut down -- the Trump s… https://t.co/aymfVeFNuP",0.8225,0.319,0.056,0.625
146,Sat Jan 20 16:44:48 +0000 2018,@CBSnews,46,"President Trump ""promised infrastructure. He gave us a train wreck. He promised to love the 'dreamers' from his hea… https://t.co/l13qhK0HrD",0.743,0.339,0.107,0.554
147,Sat Jan 20 16:40:01 +0000 2018,@CBSnews,47,The Trump administration plans to gut the drug prevention office by slashing more than $340 million from its budget… https://t.co/nCIZIti9dp,-0.2732,0.0,0.1,0.9
148,Sat Jan 20 16:39:42 +0000 2018,@CBSnews,48,"""I think the American people smart enough to realize who takes the blame. Republicans control the House, they contr… https://t.co/qDbBbyPnCC",0.0772,0.117,0.104,0.779
149,Sat Jan 20 16:30:59 +0000 2018,@CBSnews,49,"""Republicans struggled in September to keep government doors open. They struggled in December, and yesterday they f… https://t.co/rZ35ATo4jk",-0.5859,0.0,0.231,0.769
150,Sat Jan 20 16:27:56 +0000 2018,@CBSnews,50,"WATCH LIVE: House Democratic leadership holds a press conference, just hours after the government shut down at midn… https://t.co/n51vd13VWH",0.0,0.0,0.0,1.0
151,Sat Jan 20 16:20:44 +0000 2018,@CBSnews,51,"“For the first time, I sense a desire, not only to avoid a shutdown, but to find a solution.” Sen. Lindsey Graham s… https://t.co/QPhqpxDdKb",0.3169,0.155,0.0,0.845
152,Sat Jan 20 16:00:01 +0000 2018,@CBSnews,52,President Trump took to Twitter Saturday morning to blame Democrats for the government shutdown that began hours ea… https://t.co/XpFmfdunfM,-0.34,0.0,0.118,0.882
153,Sat Jan 20 15:40:01 +0000 2018,@CBSnews,53,"Vice President Mike Pence arrives in Egypt for security and counterterrorism talks, leaving behind the U.S. governm… https://t.co/oIR3d3ESrc",0.34,0.124,0.0,0.876
154,Sat Jan 20 15:20:01 +0000 2018,@CBSnews,54,"Activists are returning to the streets this weekend, hoping to create an enduring political movement that will elec… https://t.co/HXsSJUwqcM",0.5994,0.224,0.0,0.776
155,Sat Jan 20 15:00:33 +0000 2018,@CBSnews,55,"Every January, we hear the word ""Davos"" thrown around economic, environmental and scientific circles. But what does… https://t.co/KRqDBZzDDT",0.0,0.0,0.0,1.0
156,Sat Jan 20 14:40:01 +0000 2018,@CBSnews,56,22 North Korean athletes will compete in the Pyeongchang Olympics and both Korean teams will march together in the… https://t.co/1yn7msbXDG,0.0,0.0,0.0,1.0
157,Sat Jan 20 14:20:01 +0000 2018,@CBSnews,57,"The federal government stopped operating at midnight, halting all but essential services. What's closed, who is aff… https://t.co/mpmUES641A",-0.1154,0.0,0.079,0.921
158,Sat Jan 20 14:03:05 +0000 2018,@CBSnews,58,What is Davos? https://t.co/UTuTRYTD2A https://t.co/rIacFFDoT7,0.0,0.0,0.0,1.0
159,Sat Jan 20 13:48:06 +0000 2018,@CBSnews,59,"DOJ to re-try Bob Menendez corruption case, complicating his reelection bid https://t.co/b3NDhPjnC6 https://t.co/0NK6uHEQtw",0.0,0.0,0.0,1.0
160,Sat Jan 20 13:33:05 +0000 2018,@CBSnews,60,"White House lawyer Ty Cobb says ""collusion"" is a term popularized by media https://t.co/4bwoVuZ151 https://t.co/62NXtgJZyr",0.6705,0.314,0.0,0.686
161,Sat Jan 20 13:18:08 +0000 2018,@CBSnews,61,"""Jersey Shore"" star Mike Sorrentino pleads guilty to tax evasion https://t.co/FzbZCasTGT https://t.co/5ahIuhIgIT",-0.4215,0.0,0.203,0.797
162,Sat Jan 20 13:03:05 +0000 2018,@CBSnews,62,"Prosecutors to seek death penalty in Chinese scholar's kidnap, killing https://t.co/Ia9OfDpSNg https://t.co/rxu3kxBDd0",-0.9062,0.0,0.557,0.443
163,Sat Jan 20 12:48:04 +0000 2018,@CBSnews,63,Republicans call for release of memo on alleged surveillance abuses https://t.co/UXapk8eJUe https://t.co/Hd7mT0YFv9,-0.5574,0.0,0.247,0.753
164,Sat Jan 20 12:33:05 +0000 2018,@CBSnews,64,EPA official says Trump needs plan for climate change threat to Superfund sites https://t.co/kiFKksu9Tz https://t.co/Z5g85tRaZl,-0.5267,0.0,0.195,0.805
165,Sat Jan 20 12:18:45 +0000 2018,@CBSnews,65,"RT @CBSThisMorning: The White House emphasizes that this is a *partial* shutdown as key federal services including air traffic control, TSA…",0.0,0.0,0.0,1.0
166,Sat Jan 20 12:18:08 +0000 2018,@CBSnews,66,"Chris Hurst, boyfriend of slain journalist Alison Parker, says bill could have prevented girlfriend's death… https://t.co/UzrOw1rgYo",0.0258,0.068,0.0,0.932
167,Sat Jan 20 12:09:32 +0000 2018,@CBSnews,67,"RT @CBSThisMorning: The White House was quick to blame democrats for the shutdown, calling it once again a ""Schumer shutdown."" A statement…",-0.34,0.0,0.112,0.888
168,Sat Jan 20 12:09:03 +0000 2018,@CBSnews,68,RT @CBSThisMorning: Dem. leader Chuck Schumer said he thought he and president Trump made progress on a deal when they met at the White Hou…,0.4215,0.109,0.0,0.891
169,Sat Jan 20 12:08:55 +0000 2018,@CBSnews,69,RT @CBSThisMorning: The government stopped operating overnight halting all but essential services. This comes after the Senate came ten vot…,-0.1154,0.0,0.071,0.929
170,Sat Jan 20 12:03:06 +0000 2018,@CBSnews,70,"Julia Mancuso, four-time Olympic medalist, retires from skiing https://t.co/GaABHzZIQH https://t.co/rqq6QtsqZJ",0.0,0.0,0.0,1.0
171,Sat Jan 20 11:48:05 +0000 2018,@CBSnews,71,How to make the most of your higher take-home pay https://t.co/7egu7mi5AF https://t.co/evduaPjhvD,-0.1027,0.0,0.113,0.887
172,Sat Jan 20 11:33:05 +0000 2018,@CBSnews,72,Congestion pricing: Driving in Manhattan could soon cost $11.52 https://t.co/X32FGOtQUA https://t.co/Jsa9nOgWI4,0.0,0.0,0.0,1.0
173,Sat Jan 20 11:18:09 +0000 2018,@CBSnews,73,Flu virus killing more than 100 people per week https://t.co/fKeQFg5a9e https://t.co/koCfBdqoym,-0.7906,0.0,0.438,0.562
174,Sat Jan 20 11:03:05 +0000 2018,@CBSnews,74,Ex-coal company CEO who went to prison launches Senate bid https://t.co/Y5vLwU44Sz https://t.co/UU9ixg4BN4,-0.5106,0.0,0.231,0.769
175,Sat Jan 20 10:48:04 +0000 2018,@CBSnews,75,Analysis: VP Mike Pence's Middle East trip meant to highlight evangelical roots https://t.co/0qUv22CQdh https://t.co/rXtnx95CDI,0.34,0.156,0.0,0.844
176,Sat Jan 20 10:33:05 +0000 2018,@CBSnews,76,"One year into Trump's presidency, hundreds of key executive branch positions remain unfilled https://t.co/jYNp8OWVdP https://t.co/8gMBTjgIJc",0.0,0.0,0.0,1.0
177,Sat Jan 20 10:18:07 +0000 2018,@CBSnews,77,"""House of horrors"" parents charged for torture against their 13 children https://t.co/weyyxHfgB9 https://t.co/PaYfG7Lt8P",-0.8555,0.0,0.485,0.515
178,Sat Jan 20 10:03:05 +0000 2018,@CBSnews,78,How savvy teens are making a fortune on Twitter https://t.co/yu4KgHD7ct https://t.co/x8lBRR40QY,0.0,0.0,0.0,1.0
179,Sat Jan 20 09:48:05 +0000 2018,@CBSnews,79,Pres. Trump speeds up move of U.S. Embassy to Jerusalem https://t.co/8zvR3KT0H0 https://t.co/r6w56EBsHW,0.0,0.0,0.0,1.0
180,Sat Jan 20 09:33:04 +0000 2018,@CBSnews,80,Vladimir Putin takes dip in icy Russian lake waters to celebrate Epiphany https://t.co/cs98maURbR https://t.co/MC7kYDo2vi,0.5719,0.222,0.0,0.778
181,Sat Jan 20 09:18:06 +0000 2018,@CBSnews,81,Phoenix police say suspected serial killer will likely be linked to more murders https://t.co/UbXrSSVnEZ https://t.co/Vn9eFTp3EF,-0.8883,0.0,0.467,0.533
182,Sat Jan 20 09:03:06 +0000 2018,@CBSnews,82,"How a t-shirt, Disney World, and a viral social media post saved a father's life https://t.co/LOZgsHyw3L https://t.co/zhxhLpBHUx",0.4215,0.177,0.0,0.823
183,Sat Jan 20 08:48:05 +0000 2018,@CBSnews,83,"White supremacists committed most extremist killings in U.S. in 2017, watchdog group says https://t.co/BvMrVYCqfA https://t.co/oHqMJdMWo9",-0.6887,0.101,0.325,0.575
184,Sat Jan 20 08:33:05 +0000 2018,@CBSnews,84,"Tactical teams test Trump's border wall prototypes with jackhammers, saws and torches https://t.co/zJ6rrDEJg7 https://t.co/V7pXHRJM0J",0.0,0.0,0.0,1.0
185,Sat Jan 20 08:18:07 +0000 2018,@CBSnews,85,"Report shows Las Vegas gunman's ""disturbing"" online searches for other crowded venues https://t.co/3KMqcwpJHW https://t.co/YFTmYdW39l",0.0,0.0,0.0,1.0
186,Sat Jan 20 08:03:04 +0000 2018,@CBSnews,86,"Rapper Kodak Black arrested on weapons, child neglect charges https://t.co/vMVcA5rwzs https://t.co/mgIzGlqMVO",-0.8779,0.0,0.613,0.387
187,Sat Jan 20 08:00:01 +0000 2018,@CBSnews,87,"""A bunch of Washington bozos"" to blame for government shutdown, Sen. Cory Gardner (R-CO) told @CBSThisMorning on Fr… https://t.co/jrKZxUj0hJ",-0.34,0.0,0.118,0.882
188,Sat Jan 20 07:48:05 +0000 2018,@CBSnews,88,"Why are we only talking about ""Stormy Daniels"" now? https://t.co/BVLE39fzL9 https://t.co/FcjP0TNUVg",0.0,0.0,0.0,1.0
189,Sat Jan 20 07:33:05 +0000 2018,@CBSnews,89,Mother of patient left in cold says her daughter was denied care https://t.co/S5npJflbAr https://t.co/q7ziHPKFXK,0.0772,0.177,0.16,0.663
190,Sat Jan 20 07:18:08 +0000 2018,@CBSnews,90,Excitement as early blood test for 8 types of cancer advances https://t.co/CGzjHZjV6Y https://t.co/v9tPEbulpi,-0.296,0.182,0.25,0.568
191,Sat Jan 20 07:03:05 +0000 2018,@CBSnews,91,"Cape Town, on verge of running out of water, braces for ""chaos"" https://t.co/yeBXpbKAy9 https://t.co/yO8oLj8nfl",0.0,0.0,0.0,1.0
192,Sat Jan 20 07:00:01 +0000 2018,@CBSnews,92,"With the federal government shut down, how will the stoppage impact the U.S. economy? https://t.co/yACezgcpwA https://t.co/8ifciTJHNC",0.0,0.0,0.0,1.0
193,Sat Jan 20 06:48:06 +0000 2018,@CBSnews,93,Pope Francis accuses Chile sex abuse victims of slander https://t.co/Ee5VCvBWBj https://t.co/UFPOuezPUR,-0.836,0.0,0.527,0.473
194,Sat Jan 20 06:33:05 +0000 2018,@CBSnews,94,"Baby killed, 17 injured after car hits crowd on Rio boardwalk https://t.co/ZuGuqWaihP https://t.co/PurGUTOdN6",-0.802,0.0,0.396,0.604
195,Sat Jan 20 06:18:07 +0000 2018,@CBSnews,95,"Delta imposes new rules for service dogs after ""serious incidents"" https://t.co/c67ImgaJzB https://t.co/FqwJsBytPT",-0.1779,0.0,0.213,0.787
196,Sat Jan 20 06:07:36 +0000 2018,@CBSnews,96,"Capitol Lounge, a favorite D.C. spot for Capitol Hill staffers, began advertising drink specials starting at 12:01… https://t.co/vHTS4lUbI6",0.4588,0.158,0.0,0.842
197,Sat Jan 20 06:03:06 +0000 2018,@CBSnews,97,"Texas ""Tourniquet Killer"" put to death in first execution of 2018 https://t.co/3CtLvcrjFF https://t.co/jt0ELybWiB",-0.8481,0.0,0.427,0.573
198,Sat Jan 20 05:59:07 +0000 2018,@CBSnews,98,"After midnight, Senate Majority Leader Mitch McConnell blamed Democrats for ""the shoe-horning of illegal immigratio… https://t.co/UUf58zfkBF",-0.7717,0.0,0.324,0.676
199,Sat Jan 20 05:45:25 +0000 2018,@CBSnews,99,"“Senate Democrats have let down our troops, our children, and all Americans,"" House @SpeakerRyan says in statement… https://t.co/CkA6KCk5cy",0.0,0.0,0.0,1.0
200,Sat Jan 20 20:45:10 +0000 2018,@CNN,0,"""Woke"" grandma embodies spirit of Women's March https://t.co/Q9q0uWV5uZ https://t.co/5dV4vR0TEU",0.1779,0.175,0.0,0.825
201,Sat Jan 20 20:30:16 +0000 2018,@CNN,1,Israel and Trump: United against the world https://t.co/T7a6q5pcOW | Analysis by Oren Liebermann https://t.co/HgR4qLKWo2,0.4215,0.189,0.0,0.811
202,Sat Jan 20 20:15:09 +0000 2018,@CNN,2,Germany limps toward a new government https://t.co/dYF8F78Vt6 https://t.co/KwjUD7BdXN,0.0,0.0,0.0,1.0
203,Sat Jan 20 20:00:16 +0000 2018,@CNN,3,Why Democrats may be making the wrong bet on the shutdown https://t.co/9VMPD0gFIM https://t.co/Pbw898BNOp,-0.4767,0.0,0.205,0.795
204,Sat Jan 20 19:49:40 +0000 2018,@CNN,4,"RT @CNNPolitics: OMB Director Mick Mulvaney says this government shutdown is not like the last one: ""We were asked to vote for something in…",-0.2755,0.0,0.084,0.916
205,Sat Jan 20 19:45:14 +0000 2018,@CNN,5,Everything you need to know about the federal government shutdown https://t.co/YixKKQOCVo https://t.co/r6DqfcTrwh,0.0,0.0,0.0,1.0
206,Sat Jan 20 19:43:27 +0000 2018,@CNN,6,"CNN's Jim Acosta: ""How does this White House feel to have a shutdown one year after the President was sworn in?""

M… https://t.co/E1InqpaKbX",0.0,0.0,0.0,1.0
207,Sat Jan 20 19:41:13 +0000 2018,@CNN,7,"Office of Management and Budget Director Mick Mulvaney on the shutdown: ""We'll manage this day by day""… https://t.co/WBmYBG768q",0.0,0.0,0.0,1.0
208,Sat Jan 20 19:40:15 +0000 2018,@CNN,8,"“We will not negotiate the status of 690,000 unlawful immigrants while hundreds of millions of taxpaying Americans.… https://t.co/JwwbLwdV8b",0.0,0.0,0.0,1.0
209,Sat Jan 20 19:38:02 +0000 2018,@CNN,9,We're at the White House press briefing during the first day of the government shutdown. Watch live: https://t.co/nYJk7UIP9H,0.0,0.0,0.0,1.0
210,Sat Jan 20 19:30:12 +0000 2018,@CNN,10,North Korea is planning to send 22 athletes to the Winter Olympics in South Korea next month. Athletes from the Nor… https://t.co/ZcaVRaLG9G,0.0,0.0,0.0,1.0
211,Sat Jan 20 19:29:31 +0000 2018,@CNN,11,"White House Legislative Affairs Director Marc Short says their position ""remains the same"": ""We will not negotiate""… https://t.co/zTMgdJJjEy",0.0,0.0,0.0,1.0
212,Sat Jan 20 19:15:04 +0000 2018,@CNN,12,How Trump changed the world in one year https://t.co/BkZjJSytLR | Analysis by Stephen Collinson https://t.co/GlLmNhuub6,0.0,0.0,0.0,1.0
213,Sat Jan 20 19:00:21 +0000 2018,@CNN,13,How Trump helped save the Democrats https://t.co/zklKV0i2mJ https://t.co/tyQ8V7oWNE,0.4939,0.314,0.0,0.686
214,Sat Jan 20 18:45:07 +0000 2018,@CNN,14,Marches and demonstrations to advocate for women's rights and other issues are happening across the country. Follow… https://t.co/3LjJtV55TG,0.0,0.0,0.0,1.0
215,Sat Jan 20 18:30:08 +0000 2018,@CNN,15,It's the first day of the government shutdown. Follow CNN's live blog to keep up with the latest updates:… https://t.co/HqvNtfxmUw,0.0,0.0,0.0,1.0
216,Sat Jan 20 18:15:05 +0000 2018,@CNN,16,Why you want Amazon to be your new neighbor https://t.co/AtWRSol98F https://t.co/cWzAQ3Ko1J,0.25,0.25,0.0,0.75
217,Sat Jan 20 18:10:52 +0000 2018,@CNN,17,"RT @CNNnewsroom: A protester who dubs herself ""Woke Grandma"" tells CNN's @MarquardtA that she's ""marching for true equality, justice and ki…",0.7351,0.256,0.0,0.744
218,Sat Jan 20 18:00:27 +0000 2018,@CNN,18,"One year later, Women's March returns https://t.co/zGFsbA1KUt https://t.co/mQ2jwGZMjs",0.0,0.0,0.0,1.0
219,Sat Jan 20 17:45:05 +0000 2018,@CNN,19,"President Trump privately is saying Democrats caused shutdown, but that he'll be blamed https://t.co/l3xWON9BfL https://t.co/ELsWRkVEt1",-0.631,0.0,0.229,0.771
220,Sat Jan 20 20:45:10 +0000 2018,@CNN,20,"""Woke"" grandma embodies spirit of Women's March https://t.co/Q9q0uWV5uZ https://t.co/5dV4vR0TEU",0.1779,0.175,0.0,0.825
221,Sat Jan 20 20:30:16 +0000 2018,@CNN,21,Israel and Trump: United against the world https://t.co/T7a6q5pcOW | Analysis by Oren Liebermann https://t.co/HgR4qLKWo2,0.4215,0.189,0.0,0.811
222,Sat Jan 20 20:15:09 +0000 2018,@CNN,22,Germany limps toward a new government https://t.co/dYF8F78Vt6 https://t.co/KwjUD7BdXN,0.0,0.0,0.0,1.0
223,Sat Jan 20 20:00:16 +0000 2018,@CNN,23,Why Democrats may be making the wrong bet on the shutdown https://t.co/9VMPD0gFIM https://t.co/Pbw898BNOp,-0.4767,0.0,0.205,0.795
224,Sat Jan 20 19:49:40 +0000 2018,@CNN,24,"RT @CNNPolitics: OMB Director Mick Mulvaney says this government shutdown is not like the last one: ""We were asked to vote for something in…",-0.2755,0.0,0.084,0.916
225,Sat Jan 20 19:45:14 +0000 2018,@CNN,25,Everything you need to know about the federal government shutdown https://t.co/YixKKQOCVo https://t.co/r6DqfcTrwh,0.0,0.0,0.0,1.0
226,Sat Jan 20 19:43:27 +0000 2018,@CNN,26,"CNN's Jim Acosta: ""How does this White House feel to have a shutdown one year after the President was sworn in?""

M… https://t.co/E1InqpaKbX",0.0,0.0,0.0,1.0
227,Sat Jan 20 19:41:13 +0000 2018,@CNN,27,"Office of Management and Budget Director Mick Mulvaney on the shutdown: ""We'll manage this day by day""… https://t.co/WBmYBG768q",0.0,0.0,0.0,1.0
228,Sat Jan 20 19:40:15 +0000 2018,@CNN,28,"“We will not negotiate the status of 690,000 unlawful immigrants while hundreds of millions of taxpaying Americans.… https://t.co/JwwbLwdV8b",0.0,0.0,0.0,1.0
229,Sat Jan 20 19:38:02 +0000 2018,@CNN,29,We're at the White House press briefing during the first day of the government shutdown. Watch live: https://t.co/nYJk7UIP9H,0.0,0.0,0.0,1.0
230,Sat Jan 20 19:30:12 +0000 2018,@CNN,30,North Korea is planning to send 22 athletes to the Winter Olympics in South Korea next month. Athletes from the Nor… https://t.co/ZcaVRaLG9G,0.0,0.0,0.0,1.0
231,Sat Jan 20 19:29:31 +0000 2018,@CNN,31,"White House Legislative Affairs Director Marc Short says their position ""remains the same"": ""We will not negotiate""… https://t.co/zTMgdJJjEy",0.0,0.0,0.0,1.0
232,Sat Jan 20 19:15:04 +0000 2018,@CNN,32,How Trump changed the world in one year https://t.co/BkZjJSytLR | Analysis by Stephen Collinson https://t.co/GlLmNhuub6,0.0,0.0,0.0,1.0
233,Sat Jan 20 19:00:21 +0000 2018,@CNN,33,How Trump helped save the Democrats https://t.co/zklKV0i2mJ https://t.co/tyQ8V7oWNE,0.4939,0.314,0.0,0.686
234,Sat Jan 20 18:45:07 +0000 2018,@CNN,34,Marches and demonstrations to advocate for women's rights and other issues are happening across the country. Follow… https://t.co/3LjJtV55TG,0.0,0.0,0.0,1.0
235,Sat Jan 20 18:30:08 +0000 2018,@CNN,35,It's the first day of the government shutdown. Follow CNN's live blog to keep up with the latest updates:… https://t.co/HqvNtfxmUw,0.0,0.0,0.0,1.0
236,Sat Jan 20 18:15:05 +0000 2018,@CNN,36,Why you want Amazon to be your new neighbor https://t.co/AtWRSol98F https://t.co/cWzAQ3Ko1J,0.25,0.25,0.0,0.75
237,Sat Jan 20 18:10:52 +0000 2018,@CNN,37,"RT @CNNnewsroom: A protester who dubs herself ""Woke Grandma"" tells CNN's @MarquardtA that she's ""marching for true equality, justice and ki…",0.7351,0.256,0.0,0.744
238,Sat Jan 20 18:00:27 +0000 2018,@CNN,38,"One year later, Women's March returns https://t.co/zGFsbA1KUt https://t.co/mQ2jwGZMjs",0.0,0.0,0.0,1.0
239,Sat Jan 20 17:45:05 +0000 2018,@CNN,39,"President Trump privately is saying Democrats caused shutdown, but that he'll be blamed https://t.co/l3xWON9BfL https://t.co/ELsWRkVEt1",-0.631,0.0,0.229,0.771
240,Sat Jan 20 17:30:06 +0000 2018,@CNN,40,"Kidnapped Americans and Canadians have been rescued in Nigeria, police say https://t.co/Jn4Eg4qMJH https://t.co/KY7btXHgaB",0.4215,0.189,0.0,0.811
241,Sat Jan 20 17:15:09 +0000 2018,@CNN,41,Trump's high-dollar fundraiser at Mar-a-Lago will go on https://t.co/F61PKxsfKx https://t.co/PxP1CmX6Uw,0.0,0.0,0.0,1.0
242,Sat Jan 20 17:01:08 +0000 2018,@CNN,42,The Women’s March brought millions to the streets for a historic day of protest the day after President Trump’s ina… https://t.co/odnQs6JJ3T,-0.25,0.0,0.095,0.905
243,Sat Jan 20 16:45:04 +0000 2018,@CNN,43,What to expect at the SAG Awards https://t.co/dJHx64g875 https://t.co/XoNjo0Fa6m,0.4588,0.273,0.0,0.727
244,Sat Jan 20 16:30:24 +0000 2018,@CNN,44,These charts sum up Trump's presidency so far https://t.co/fNWV9TQ3Ru https://t.co/0J0cQHzdpu,0.0,0.0,0.0,1.0
245,Sat Jan 20 16:15:13 +0000 2018,@CNN,45,"Simona Halep wins record Australian Open classic, Maria Sharapova exits https://t.co/yCsio4lU5R https://t.co/wsfE9w4Hxn",0.5719,0.252,0.0,0.748
246,Sat Jan 20 16:00:13 +0000 2018,@CNN,46,Here are the stories you might have missed amid a busy news week: https://t.co/s4oUmOeyrw https://t.co/fffeezq9IU,-0.296,0.0,0.145,0.855
247,Sat Jan 20 15:45:14 +0000 2018,@CNN,47,"Turkish jets hit Syrian town, kicking off air operation https://t.co/N3KgTpux5q https://t.co/P0Pk0bi5sx",0.0,0.0,0.0,1.0
248,Sat Jan 20 15:30:11 +0000 2018,@CNN,48,Trump's America is caving as autocrats rise https://t.co/5m9M4wvAGJ (via @CNNOpinion) https://t.co/0I48MP7Y8u,0.0,0.0,0.0,1.0
249,Sat Jan 20 15:18:05 +0000 2018,@CNN,49,German skier pulls off surprise win in classic Kitzbuhel downhill https://t.co/3Xi6rRionJ https://t.co/t8dAD9VEjv,0.7096,0.371,0.0,0.629
250,Sat Jan 20 15:02:13 +0000 2018,@CNN,50,Renowned French chef Paul Bocuse dies at age 91 https://t.co/q6R2vR17Qu https://t.co/ZT6rhWsarX,0.0,0.0,0.0,1.0
251,Sat Jan 20 14:45:14 +0000 2018,@CNN,51,The White House slams Democrats as “obstructionist losers” after the Senate fails to avert a government shutdown… https://t.co/1znq49N2JP,-0.5423,0.0,0.231,0.769
252,Sat Jan 20 14:31:07 +0000 2018,@CNN,52,"US President Trump is fueling a global assault on democracy, according to a report https://t.co/oqSqrSvbOM",-0.5859,0.0,0.241,0.759
253,Sat Jan 20 14:15:09 +0000 2018,@CNN,53,Shutdown drama shows Washington's failure to lead | Analysis by CNN's Stephen Collinson https://t.co/iZ5vYtWOOk https://t.co/6Ac2TZZUWJ,-0.5106,0.0,0.202,0.798
254,Sat Jan 20 14:00:16 +0000 2018,@CNN,54,"A year into Donald Trump's presidency, global confidence in US leadership has fallen to a new low, slipping behind… https://t.co/jTiLL799JA",-0.0772,0.144,0.201,0.655
255,Sat Jan 20 13:45:06 +0000 2018,@CNN,55,"From Las Vegas to New York City, here's everything you need to know about women's marches this weekend. You can als… https://t.co/D9a3vdkzp6",0.0,0.0,0.0,1.0
