,timestamp,source,tweets ago,tweet text,compound score,positive score,negative score,neutral score
256,Sat Jan 20 13:30:16 +0000 2018,@CNN,56,Legislation to prevent the government from shutting down failed in the Senate ahead of the midnight deadline on Fri… https://t.co/yb1d4mV79e,-0.4939,0.049,0.147,0.804
257,Sat Jan 20 13:15:07 +0000 2018,@CNN,57,"In the final moments leading up to the midnight deadline, Senate Republicans and Democrats were unable to agree on… https://t.co/1325q5aHKr",0.3612,0.116,0.0,0.884
258,Sat Jan 20 13:02:08 +0000 2018,@CNN,58,"Women who March: The Movement

CNN followed the national organizers of the Women's March over the course of a year,… https://t.co/x9ofR1UIyk",0.0,0.0,0.0,1.0
259,Sat Jan 20 12:49:00 +0000 2018,@CNN,59,Can I go to a national park? Will I get my Social Security check? Here’s what you need to know about the government… https://t.co/iHiK1YeZ3P,0.4137,0.121,0.0,0.879
260,Sat Jan 20 12:31:05 +0000 2018,@CNN,60,"Iceland, a major British supermarket chain, has pledged to stop packaging its own products in plastic within five y… https://t.co/iTFWtgvEJq",-0.296,0.0,0.109,0.891
261,Sat Jan 20 12:01:48 +0000 2018,@CNN,61,"A driver struck a median at high speed and soared into the second story of an office building in Santa Ana, Califor… https://t.co/iFRaWEth5D",-0.25,0.0,0.091,0.909
262,Sat Jan 20 11:31:07 +0000 2018,@CNN,62,"Michael Phelps, the most decorated Olympian of all time, opened up about his battle with depression and said he con… https://t.co/WMKICrIpwm",-0.743,0.0,0.249,0.751
263,Sat Jan 20 11:01:01 +0000 2018,@CNN,63,Government scientists say 2017 was one of the hottest years on record https://t.co/K4ao71hgUE https://t.co/MGpaE1tVRW,0.0,0.0,0.0,1.0
264,Sat Jan 20 10:31:06 +0000 2018,@CNN,64,"Trump hotels are being swarmed with one-star reviews on Yelp, in which they are described as ""shitholes"" in referen… https://t.co/zPRaDy3EQY",0.0,0.0,0.0,1.0
265,Sat Jan 20 10:01:06 +0000 2018,@CNN,65,"""Fake news,"" ""fake polls,"" ""fake media,"" ""fake stories""

President Trump has used the word ""fake"" more than 400 tim… https://t.co/uu25wOcbHV",-0.9081,0.0,0.437,0.563
266,Sat Jan 20 09:31:04 +0000 2018,@CNN,66,Iceland made it illegal to pay women less than men https://t.co/fxcfMnM3WI https://t.co/JqHmgA2q1X,-0.6124,0.0,0.333,0.667
267,Sat Jan 20 09:01:24 +0000 2018,@CNN,67,Archeologists in Mexico have discovered the world's largest flooded cave. The watery labyrinth spans 216 miles in a… https://t.co/1TvS0h2iSl,0.0,0.0,0.0,1.0
268,Sat Jan 20 08:46:06 +0000 2018,@CNN,68,Shutdown drama shows Washington's failure to lead | Analysis by CNN's Stephen Collinson https://t.co/EXLtFNss7A https://t.co/6HvILkAlYi,-0.5106,0.0,0.202,0.798
269,Sat Jan 20 08:46:01 +0000 2018,@CNN,69,"The Dubai Frame, believed to be the world's largest picture frame, gives visitors a spectacular new vantage point f… https://t.co/nX0KdwUTQw",0.0,0.0,0.0,1.0
270,Sat Jan 20 08:31:03 +0000 2018,@CNN,70,"Things that might happen if you (or your child) eat laundry pods: difficulty breathing, chemical burns, seizures, f… https://t.co/NdEczDQyuh",-0.34,0.0,0.118,0.882
271,Sat Jan 20 08:16:02 +0000 2018,@CNN,71,CVS vows to stop digitally altering the images it uses to sell beauty products https://t.co/m0YPLVgV38 https://t.co/Hlf8JzSWUN,0.3818,0.19,0.11,0.7
272,Sat Jan 20 08:02:02 +0000 2018,@CNN,72,"The flash of light that lit the night sky in Michigan on Tuesday is likely a meteor, the National Weather Service s… https://t.co/4mHqJi8vxd",0.0,0.0,0.0,1.0
273,Sat Jan 20 07:46:06 +0000 2018,@CNN,73,Walmart is giving away free opioid disposal kits to allow people to safely throw out unused opioid prescription pil… https://t.co/SyQx26mOHw,0.8689,0.403,0.0,0.597
274,Sat Jan 20 07:31:04 +0000 2018,@CNN,74,President Trump bragged on Twitter that his approval rating with black Americans has doubled. It hasn't.… https://t.co/j7aK2qB3Gx,0.4767,0.162,0.0,0.838
275,Sat Jan 20 07:16:03 +0000 2018,@CNN,75,The texts loved ones sent during the Hawaii missile alert mishap https://t.co/YgvOlbGaTP https://t.co/m8xr5uJ3no,0.7269,0.357,0.0,0.643
276,Sat Jan 20 07:02:44 +0000 2018,@CNN,76,"A drone came to the rescue of two swimmers off the coast of Australia, hovering above their heads and dropping a po… https://t.co/dgMOO3CsMW",0.5106,0.142,0.0,0.858
277,Sat Jan 20 06:56:33 +0000 2018,@CNN,77,"RT @cnnbrk: ""This will be called the Trump Shutdown,” says Senate Democratic leader Chuck Schumer, adding that “blame should crash entirely…",-0.4019,0.0,0.119,0.881
278,Sat Jan 20 06:52:50 +0000 2018,@CNN,78,RT @CNNTonight: What a government shutdown means for you https://t.co/V3Qy0uEYWj https://t.co/DS1hPruGxg,0.0,0.0,0.0,1.0
279,Sat Jan 20 06:51:37 +0000 2018,@CNN,79,"President Trump and Sen. Chuck Schumer came close to a deal, but then it fell apart. This is how the day unfolded.… https://t.co/VjMwSENyzU",0.0,0.0,0.0,1.0
280,Sat Jan 20 06:47:26 +0000 2018,@CNN,80,This wayward wallaby was taken into custody by Australian police after it was spotted hopping along the Sydney Harb… https://t.co/emKbjbUA70,0.0,0.0,0.0,1.0
281,Sat Jan 20 06:31:55 +0000 2018,@CNN,81,Conditions became so windy in the Netherlands this week that people were being knocked off their feet… https://t.co/KrRXlbCJck,0.0,0.0,0.0,1.0
282,Sat Jan 20 06:19:37 +0000 2018,@CNN,82,"In the final moments leading up to the midnight deadline, Senate Republicans and Democrats were unable to agree on… https://t.co/UKCzL2KIq6",0.3612,0.116,0.0,0.884
283,Sat Jan 20 06:16:02 +0000 2018,@CNN,83,North and South Korean athletes will march together at the Winter Olympics opening ceremony under a unified flag… https://t.co/i6Ps7zkoXH,0.3818,0.133,0.0,0.867
284,Sat Jan 20 06:15:08 +0000 2018,@CNN,84,Legislation to prevent the government from shutting down failed in the Senate ahead of the midnight deadline. Here'… https://t.co/ciFZh6immT,-0.4939,0.051,0.154,0.794
285,Sat Jan 20 06:01:05 +0000 2018,@CNN,85,"Holding in a sneeze blew a small hole in a man's throat, according to a report. He spent two weeks in the hospital.… https://t.co/ZJWOwPR7qg",0.0,0.0,0.0,1.0
286,Sat Jan 20 05:51:25 +0000 2018,@CNN,86,RT @CNNPolitics: McConnell: “I’ll be offering an amendment to change the date to February the 8th” on a continuing resolution https://t.co/…,0.0,0.0,0.0,1.0
287,Sat Jan 20 05:49:38 +0000 2018,@CNN,87,"The White House slams Democrats as ""obstructionist losers"" https://t.co/yOMV4KsUOD https://t.co/ibMBHZRXvt",-0.5267,0.0,0.274,0.726
288,Sat Jan 20 05:48:04 +0000 2018,@CNN,88,Senate Democratic Leader Chuck Schumer on his meeting with President Trump: “In exchange for strong DACA protection… https://t.co/HMnbMU9HRy,0.5106,0.163,0.0,0.837
289,Sat Jan 20 05:46:39 +0000 2018,@CNN,89,"Schumer: ""The blame should crash entirely on Pres. Trump's shoulders. ... This will be called the Trump shutdown be… https://t.co/Liq8jPIrFM",-0.6249,0.0,0.221,0.779
290,Sat Jan 20 05:46:04 +0000 2018,@CNN,90,Apple CEO Tim Cook says the next iOS update will show the health of your phone battery and allow you to disable a s… https://t.co/77ppWW8UWZ,0.2263,0.076,0.0,0.924
291,Sat Jan 20 05:32:25 +0000 2018,@CNN,91,"Sen. Chuck Schumer: ""It's not just Democrats who opposed this CR, several Republicans did as well""… https://t.co/Zx5r9Fl5aQ",0.0,0.0,0.0,1.0
292,Sat Jan 20 05:31:04 +0000 2018,@CNN,92,L'Oreal Paris is breaking barriers and making history by featuring a hijab-wearing woman in a hair campaign… https://t.co/ajqQvUUEm9,0.0,0.0,0.0,1.0
293,Sat Jan 20 05:29:09 +0000 2018,@CNN,93,RT @CNNPolitics: Senate Majority Leader Mitch McConnell: “What we have just witnessed on the floor was a cynical decision by Senate Democra…,-0.3818,0.0,0.115,0.885
294,Sat Jan 20 05:28:54 +0000 2018,@CNN,94,"Sen. Mitch McConnell blames Democrats for the government shutdown: ""I think our friends on the other side took some… https://t.co/Wb69iqZAwz",0.1027,0.13,0.113,0.756
295,Sat Jan 20 05:25:59 +0000 2018,@CNN,95,"Sen. Mitch McConnell ""The government shutdown was 100% avoidable"" https://t.co/zvXAezSny7 https://t.co/W3ff7jldn2",0.0,0.0,0.0,1.0
296,Sat Jan 20 05:24:25 +0000 2018,@CNN,96,White House press secretary Sarah Sanders has issued an official statement reacting to the government shutdown… https://t.co/7MsN8KlzvR,0.0,0.0,0.0,1.0
297,Sat Jan 20 05:17:24 +0000 2018,@CNN,97,"RT @CNNPolitics: The government shuts down as lawmakers still search for a deal. 

It's the first modern government shutdown with Congress…",0.0,0.0,0.0,1.0
298,Sat Jan 20 05:16:03 +0000 2018,@CNN,98,"YouTube and Facebook are trying to stop the spread of the Tide Pod Challenge, a bizarre and dangerous online craze… https://t.co/Yc1F9KBHoL",-0.743,0.052,0.305,0.643
299,Sat Jan 20 05:12:08 +0000 2018,@CNN,99,The federal government shut down at midnight as senators continued to scramble to reach a deal to fund the governme… https://t.co/LAqzmi4fEh,0.0258,0.055,0.0,0.945
300,Sat Jan 20 20:55:18 +0000 2018,@Foxnews,0,"Maine town manager under fire for promoting white separatism, criticizing Islam https://t.co/VtgRVc4rv8",-0.34,0.152,0.299,0.549
301,Sat Jan 20 20:55:12 +0000 2018,@Foxnews,1,Gunmen attack Kabul's Intercontinental Hotel https://t.co/iKftCfl067,-0.4767,0.0,0.383,0.617
302,Sat Jan 20 20:55:07 +0000 2018,@Foxnews,2,A show of solidarity around the world marks 2018 #WomensMarch https://t.co/IJ0mbi5FwJ,0.296,0.196,0.0,0.804
303,Sat Jan 20 20:54:48 +0000 2018,@Foxnews,3,"DC lawmakers dig their heels in, point fingers as government shutdown rolls on https://t.co/omDiWo5Uin",0.0,0.0,0.0,1.0
304,Sat Jan 20 20:44:04 +0000 2018,@Foxnews,4,".@garybsmith: ""The market shrugs off a #shutdown."" https://t.co/NcZ6690mXK",0.0,0.0,0.0,1.0
305,Sat Jan 20 20:40:16 +0000 2018,@Foxnews,5,U.S. markets - @POTUS's first year. https://t.co/HgX0oz1R8Z,0.0,0.0,0.0,1.0
306,Sat Jan 20 20:37:57 +0000 2018,@Foxnews,6,U.S. markets - this week. https://t.co/UYaqcCI3VL,0.0,0.0,0.0,1.0
307,Sat Jan 20 20:36:07 +0000 2018,@Foxnews,7,".@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a c… https://t.co/zkg4p0M3EY",0.0,0.0,0.0,1.0
308,Sat Jan 20 20:30:51 +0000 2018,@Foxnews,8,Poll Average: Democrats lead Republicans 46% to 38.3% in 2018 generic Congressional vote. https://t.co/WF3r3od4LI,0.0,0.0,0.0,1.0
309,Sat Jan 20 20:28:03 +0000 2018,@Foxnews,9,Poll Average: 55.2% disapprove of @POTUS. https://t.co/CV6M0nFTKa,0.0,0.0,0.0,1.0
310,Sat Jan 20 20:26:05 +0000 2018,@Foxnews,10,"TOMORROW on @FoxNewsSunday, Chris Wallace talks to @MickMulvaneyOMB - Tune in at 2p &amp; 10p ET on Fox News Channel! https://t.co/vHIDxiR2Sl",0.0,0.0,0.0,1.0
311,Sat Jan 20 20:24:43 +0000 2018,@Foxnews,11,"This morning, @FLOTUS Melania Trump tweeted about her first year as First Lady. https://t.co/VHwVgnD6HD",0.0,0.0,0.0,1.0
312,Sat Jan 20 20:22:05 +0000 2018,@Foxnews,12,"Protests mark first anniversary of @POTUS's inauguration. For full live coverage, tune in to Fox News Channel. https://t.co/qCx5uJRBcg",-0.2263,0.0,0.101,0.899
313,Sat Jan 20 20:21:08 +0000 2018,@Foxnews,13,"James Comey to teach course on ""ethical leadership."" https://t.co/ez1rGiVGVq",0.5106,0.292,0.0,0.708
314,Sat Jan 20 20:17:34 +0000 2018,@Foxnews,14,SCOTUS to rule on legality of travel ban. https://t.co/rWZ8u3dCDK https://t.co/rzPyduY77o,-0.5574,0.0,0.286,0.714
315,Sat Jan 20 20:16:02 +0000 2018,@Foxnews,15,".@cathymcmorris: ""[@TheDemocrats] made the choice to shut the government down. To deny our troops their pay.""… https://t.co/5TlogfBY9j",-0.34,0.0,0.13,0.87
316,Sat Jan 20 20:12:15 +0000 2018,@Foxnews,16,".@cathymcmorris: ""They made the choice to shut the government down. To deny our troops their pay."" #shutdown https://t.co/jCLuz9qjFP",-0.34,0.0,0.124,0.876
317,Sat Jan 20 20:11:35 +0000 2018,@Foxnews,17,".@RepAndyBarr: ""@SenSchumer, where is your heart? @SenSchumer, where is your head?"" #Shutdown #Shutdown2018 https://t.co/adngFYXn2g",0.0,0.0,0.0,1.0
318,Sat Jan 20 20:09:12 +0000 2018,@Foxnews,18,".@SenatorBlumenthal: ""I look forward to marching and running and fighting with you."" https://t.co/Dax5ilRqSJ https://t.co/Z5bVkKxeNt",-0.3612,0.0,0.161,0.839
319,Sat Jan 20 20:08:14 +0000 2018,@Foxnews,19,Protesters hold rally in Dallas calling for @POTUS's impeachment; @caseystegall reports. https://t.co/0LyD4HL4cS,-0.2263,0.0,0.147,0.853
320,Sat Jan 20 20:55:18 +0000 2018,@Foxnews,20,"Maine town manager under fire for promoting white separatism, criticizing Islam https://t.co/VtgRVc4rv8",-0.34,0.152,0.299,0.549
321,Sat Jan 20 20:55:12 +0000 2018,@Foxnews,21,Gunmen attack Kabul's Intercontinental Hotel https://t.co/iKftCfl067,-0.4767,0.0,0.383,0.617
322,Sat Jan 20 20:55:07 +0000 2018,@Foxnews,22,A show of solidarity around the world marks 2018 #WomensMarch https://t.co/IJ0mbi5FwJ,0.296,0.196,0.0,0.804
323,Sat Jan 20 20:54:48 +0000 2018,@Foxnews,23,"DC lawmakers dig their heels in, point fingers as government shutdown rolls on https://t.co/omDiWo5Uin",0.0,0.0,0.0,1.0
324,Sat Jan 20 20:44:04 +0000 2018,@Foxnews,24,".@garybsmith: ""The market shrugs off a #shutdown."" https://t.co/NcZ6690mXK",0.0,0.0,0.0,1.0
325,Sat Jan 20 20:40:16 +0000 2018,@Foxnews,25,U.S. markets - @POTUS's first year. https://t.co/HgX0oz1R8Z,0.0,0.0,0.0,1.0
326,Sat Jan 20 20:37:57 +0000 2018,@Foxnews,26,U.S. markets - this week. https://t.co/UYaqcCI3VL,0.0,0.0,0.0,1.0
327,Sat Jan 20 20:36:07 +0000 2018,@Foxnews,27,".@davidwebbshow: ""Let's look at the calendar. It's January 20th. DACA expires on March 5th. That means this was a c… https://t.co/zkg4p0M3EY",0.0,0.0,0.0,1.0
328,Sat Jan 20 20:30:51 +0000 2018,@Foxnews,28,Poll Average: Democrats lead Republicans 46% to 38.3% in 2018 generic Congressional vote. https://t.co/WF3r3od4LI,0.0,0.0,0.0,1.0
329,Sat Jan 20 20:28:03 +0000 2018,@Foxnews,29,Poll Average: 55.2% disapprove of @POTUS. https://t.co/CV6M0nFTKa,0.0,0.0,0.0,1.0
330,Sat Jan 20 20:26:05 +0000 2018,@Foxnews,30,"TOMORROW on @FoxNewsSunday, Chris Wallace talks to @MickMulvaneyOMB - Tune in at 2p &amp; 10p ET on Fox News Channel! https://t.co/vHIDxiR2Sl",0.0,0.0,0.0,1.0
331,Sat Jan 20 20:24:43 +0000 2018,@Foxnews,31,"This morning, @FLOTUS Melania Trump tweeted about her first year as First Lady. https://t.co/VHwVgnD6HD",0.0,0.0,0.0,1.0
332,Sat Jan 20 20:22:05 +0000 2018,@Foxnews,32,"Protests mark first anniversary of @POTUS's inauguration. For full live coverage, tune in to Fox News Channel. https://t.co/qCx5uJRBcg",-0.2263,0.0,0.101,0.899
333,Sat Jan 20 20:21:08 +0000 2018,@Foxnews,33,"James Comey to teach course on ""ethical leadership."" https://t.co/ez1rGiVGVq",0.5106,0.292,0.0,0.708
334,Sat Jan 20 20:17:34 +0000 2018,@Foxnews,34,SCOTUS to rule on legality of travel ban. https://t.co/rWZ8u3dCDK https://t.co/rzPyduY77o,-0.5574,0.0,0.286,0.714
335,Sat Jan 20 20:16:02 +0000 2018,@Foxnews,35,".@cathymcmorris: ""[@TheDemocrats] made the choice to shut the government down. To deny our troops their pay.""… https://t.co/5TlogfBY9j",-0.34,0.0,0.13,0.87
336,Sat Jan 20 20:12:15 +0000 2018,@Foxnews,36,".@cathymcmorris: ""They made the choice to shut the government down. To deny our troops their pay."" #shutdown https://t.co/jCLuz9qjFP",-0.34,0.0,0.124,0.876
337,Sat Jan 20 20:11:35 +0000 2018,@Foxnews,37,".@RepAndyBarr: ""@SenSchumer, where is your heart? @SenSchumer, where is your head?"" #Shutdown #Shutdown2018 https://t.co/adngFYXn2g",0.0,0.0,0.0,1.0
338,Sat Jan 20 20:09:12 +0000 2018,@Foxnews,38,".@SenatorBlumenthal: ""I look forward to marching and running and fighting with you."" https://t.co/Dax5ilRqSJ https://t.co/Z5bVkKxeNt",-0.3612,0.0,0.161,0.839
339,Sat Jan 20 20:08:14 +0000 2018,@Foxnews,39,Protesters hold rally in Dallas calling for @POTUS's impeachment; @caseystegall reports. https://t.co/0LyD4HL4cS,-0.2263,0.0,0.147,0.853
340,Sat Jan 20 20:03:40 +0000 2018,@Foxnews,40,".@cathymcmorris: ""They made the choice to shut the government down. To deny our troops their pay."" #shutdown https://t.co/U81EYvzFHK",-0.34,0.0,0.124,0.876
341,Sat Jan 20 20:03:01 +0000 2018,@Foxnews,41,".@cathymcmorris: ""This shutdown of the government is completely unnecessary."" https://t.co/VikkOlvapv",0.0,0.0,0.0,1.0
342,Sat Jan 20 19:52:21 +0000 2018,@Foxnews,42,"Moments ago, President @realDonaldTrump tweeted about the #WomensMarch. https://t.co/TTme6n7mbZ https://t.co/9yjHvSiInl",0.0,0.0,0.0,1.0
343,Sat Jan 20 19:34:29 +0000 2018,@Foxnews,43,".@MickMulvaneyOMB: ""In 2013, we were being asked to vote for something we did not like."" https://t.co/ic3RdmvM63",0.0,0.0,0.0,1.0
344,Sat Jan 20 19:30:08 +0000 2018,@Foxnews,44,".@MickMulvaneyOMB: ""The Democrats in the Senate could end this #shutdown today."" https://t.co/jvYoSvxY4p",0.0,0.0,0.0,1.0
345,Sat Jan 20 19:29:42 +0000 2018,@Foxnews,45,".@MickMulvaneyOMB: ""Mr. Schumer's going to have to up his game a little bit and be a little more honest with the Pr… https://t.co/kTtj6Oltia",0.513,0.142,0.0,0.858
346,Sat Jan 20 19:28:25 +0000 2018,@Foxnews,46,".@Marcshort45: ""The @WhiteHouse remains the same: that we will not negotiate the status of 690,000 unlawful immigra… https://t.co/WhX4XGRdvM",0.0,0.0,0.0,1.0
347,Sat Jan 20 19:27:59 +0000 2018,@Foxnews,47,".@MickMulvaneyOMB: ""My favorite is still the #SchumerShutdown."" #Shutdown https://t.co/2L1SDNR30z",0.4588,0.273,0.0,0.727
348,Sat Jan 20 19:27:10 +0000 2018,@Foxnews,48,".@MickMulvaneyOMB: ""The CDC has announced this morning they will continue immediate response work."" #shutdown https://t.co/TeADi6xjGl",0.0,0.0,0.0,1.0
349,Sat Jan 20 19:22:51 +0000 2018,@Foxnews,49,".@Marcshort45: ""The @WhiteHouse remains the same: that we will not negotiate the status of 690,000 unlawful immigra… https://t.co/hNqbJ8irz3",0.0,0.0,0.0,1.0
350,Sat Jan 20 19:21:52 +0000 2018,@Foxnews,50,".@Marcshort45: ""We stand here ready to sign the bill that the House passed last night, anxious to... reopen the gov… https://t.co/AHT4l317vt",0.128,0.106,0.085,0.809
351,Sat Jan 20 19:21:00 +0000 2018,@Foxnews,51,".@Marcshort45: ""This morning, @POTUS has spoken to @SenateMajLdr, @SpeakerRyan, @GOPLeader... He also spoke with Se… https://t.co/rh7aJx5FRH",0.0,0.0,0.0,1.0
352,Sat Jan 20 19:19:46 +0000 2018,@Foxnews,52,News Alert: Awaiting @WhiteHouse briefing on government shutdown. https://t.co/tdXZl57U6F,0.296,0.216,0.0,0.784
353,Sat Jan 20 19:17:59 +0000 2018,@Foxnews,53,"Lawmakers point fingers as government shuts down and #WomensMarch take place nationwide - for full live coverage, t… https://t.co/4VcameY5PV",0.0,0.0,0.0,1.0
354,Sat Jan 20 19:14:09 +0000 2018,@Foxnews,54,"Moments ago, President @realDonaldTrump tweeted about the #WomensMarch. https://t.co/TTme6n7mbZ https://t.co/lYxwQCgkiO",0.0,0.0,0.0,1.0
355,Sat Jan 20 19:12:55 +0000 2018,@Foxnews,55,".@timkaine: ""Women deserve to be heard. Women deserve to be respected. Women deserve to lead."" #WomensMarch… https://t.co/vDou7taBE7",0.4767,0.162,0.0,0.838
356,Sat Jan 20 19:08:08 +0000 2018,@Foxnews,56,.@JenKernsUSA: Women’s March -- Are we watching a movement or just group therapy for Trump haters? https://t.co/TzORLKoqOW,-0.4939,0.0,0.176,0.824
357,Sat Jan 20 19:02:19 +0000 2018,@Foxnews,57,Trump accuses Democrats of 'holding our Military hostage' over shutdown impasse https://t.co/bl5NIe7eDU,-0.34,0.0,0.179,0.821
358,Sat Jan 20 18:47:19 +0000 2018,@Foxnews,58,The Capitol and Washington Monument are seen as Women's March demonstrators line the Reflecting Pool at the Lincoln… https://t.co/Ub7OesH0ag,0.0,0.0,0.0,1.0
359,Sat Jan 20 18:43:58 +0000 2018,@Foxnews,59,".@VP: ""The United States stands shoulder-to-shoulder with Egypt in their fight against terrorism."" https://t.co/cOshhY1Y3O",0.0516,0.161,0.149,0.69
360,Sat Jan 20 18:39:12 +0000 2018,@Foxnews,60,A boy with Down syndrome became a basketball star after he scored a basket as his team cheered him on. https://t.co/7YJjMQmtoC,0.5106,0.163,0.0,0.837
361,Sat Jan 20 18:32:51 +0000 2018,@Foxnews,61,"Maine town manager under fire for promoting white separatism, criticizing Islam https://t.co/4gh0we1ZCX",-0.34,0.152,0.299,0.549
362,Sat Jan 20 18:14:40 +0000 2018,@Foxnews,62,First lady Melania Trump says first year has been 'filled with many wonderful moments' https://t.co/w32bTZ4CaV,0.5719,0.209,0.0,0.791
363,Sat Jan 20 18:09:54 +0000 2018,@Foxnews,63,".@SenSchumer: ""This is the Trump shutdown, only the president can end it. We Democrats are at the table, we're read… https://t.co/FvbiPVTi09",0.0,0.0,0.0,1.0
364,Sat Jan 20 18:06:33 +0000 2018,@Foxnews,64,"TONIGHT on @GregGutfeldShow, @greggutfeld talks North Korea and fake news - Tune in at 10p ET on Fox News Channel! https://t.co/gQ5HeUFgRE",-0.5255,0.0,0.151,0.849
365,Sat Jan 20 18:04:46 +0000 2018,@Foxnews,65,".@SenSchumer: ""Negotiating with this White House is like negotiating with jello, it's next to impossible."" https://t.co/bNNJHOckUA",0.3612,0.143,0.0,0.857
366,Sat Jan 20 17:59:36 +0000 2018,@Foxnews,66,JUST IN: Gunmen reportedly attack Kabul's Intercontinental Hotel https://t.co/arAMKRkHv4,-0.4767,0.0,0.279,0.721
367,Sat Jan 20 17:53:04 +0000 2018,@Foxnews,67,"On @foxandfriends, @DiamondandSilk responded to news that former President @BarackObama was planning to campaign fo… https://t.co/gtw0XmUtVF",0.0,0.0,0.0,1.0
368,Sat Jan 20 17:48:18 +0000 2018,@Foxnews,68,People line up for a march highlighting equal rights and equality for women. The march New York was among more than… https://t.co/3eVLMWCsat,0.0,0.0,0.0,1.0
369,Sat Jan 20 17:43:33 +0000 2018,@Foxnews,69,Take a look back at some of the president's top successes from 2017. https://t.co/pN8rmca2Ni,0.6597,0.329,0.0,0.671
370,Sat Jan 20 17:41:47 +0000 2018,@Foxnews,70,OPINION: @drmannyonFOX: Government shutdown hurts our veterans -- They deserve better https://t.co/I2PujIFXyW,-0.0516,0.181,0.194,0.625
371,Sat Jan 20 17:36:05 +0000 2018,@Foxnews,71,"'Piece of Garbage': Michael Dukakis Rips Tax Law, Blasts Wall Proposal https://t.co/L7Yv9iVPxw",0.0,0.0,0.0,1.0
372,Sat Jan 20 17:35:26 +0000 2018,@Foxnews,72,".@chuckschumer: ""The Republicans control the White House, the Senate, the House, that's why America and the world a… https://t.co/Vdc1DDyhgd",0.0,0.0,0.0,1.0
373,Sat Jan 20 17:23:18 +0000 2018,@Foxnews,73,OPINION: First lady Melania Trump marks first year with grace and dignity https://t.co/L35WPkUdTw,0.6705,0.333,0.0,0.667
374,Sat Jan 20 17:14:04 +0000 2018,@Foxnews,74,".@RajShah45: ""We're not going to negotiate the status of hundreds of thousands of people here unlawfully while the… https://t.co/jgbGEVi3Nz",0.0,0.0,0.0,1.0
375,Sat Jan 20 17:03:17 +0000 2018,@Foxnews,75,OPINION: Trump's first year had round-the-clock journalistic insanity -- Here are 2017's most outrageous media mome… https://t.co/tKhXMYPdK8,-0.7902,0.0,0.318,0.682
376,Sat Jan 20 16:54:21 +0000 2018,@Foxnews,76,".@Theismann7 on anthem protests: ""That flag represents something very special in this country... I think it's disre… https://t.co/eQxNhJtOGa",0.2716,0.15,0.096,0.754
377,Sat Jan 20 16:52:02 +0000 2018,@Foxnews,77,"Ben Stein: ""It shocks me that Democrats would close the government down when government spending on defense is so u… https://t.co/RtybU8MCq8",-0.2732,0.065,0.113,0.823
