,timestamp,source,tweets ago,tweet text,compound score,positive score,negative score,neutral score
378,Sat Jan 20 16:29:01 +0000 2018,@Foxnews,78,"Moments ago, @FLOTUS tweeted about her first year as First Lady of the United States https://t.co/s1QAQbpTD0",0.4215,0.157,0.0,0.843
379,Sat Jan 20 16:23:43 +0000 2018,@Foxnews,79,"Michael Dukakis: ""I think we have a great opportunity to take over the House and make gains in the Senate."" https://t.co/HP0TITqg0L",0.8519,0.354,0.0,0.646
380,Sat Jan 20 16:14:34 +0000 2018,@Foxnews,80,Protests Mark One Year Anniversary of Trump Administration https://t.co/9Hl9O8Teh1,-0.2263,0.0,0.192,0.808
381,Sat Jan 20 16:10:57 +0000 2018,@Foxnews,81,OPINION: Want your kids to talk to you? Try this... https://t.co/PXVFT3wciB,0.0772,0.115,0.0,0.885
382,Sat Jan 20 16:08:08 +0000 2018,@Foxnews,82,Charles Manson supporter Leslie Van Houten denied parole again by California governor https://t.co/BQirQVHqbK,-0.2023,0.131,0.181,0.688
383,Sat Jan 20 15:42:53 +0000 2018,@Foxnews,83,"Pat Buchanan: ""This market has not been good, it's been unbelievable."" https://t.co/j02c0s0DXG",-0.3412,0.0,0.179,0.821
384,Sat Jan 20 15:38:41 +0000 2018,@Foxnews,84,DOW Milestones Since Election https://t.co/AYreE0EsZX,0.0,0.0,0.0,1.0
385,Sat Jan 20 15:27:56 +0000 2018,@Foxnews,85,".@SenatorTimScott: ""The Schumer shutdown reflects that the Democrats are more engaged in campaigning and politics t… https://t.co/pcjVNQA0fM",0.4576,0.158,0.0,0.842
386,Sat Jan 20 15:22:57 +0000 2018,@Foxnews,86,".@SenatorTimScott: ""This is a Schumer shutdown."" https://t.co/zakvzja31S",0.0,0.0,0.0,1.0
387,Sat Jan 20 15:19:25 +0000 2018,@Foxnews,87,'He Does Not Respect Women': Andrew Cuomo Blasts Trump at Women's March Breakfast https://t.co/IFwWPXO3Ls,0.4767,0.193,0.0,0.807
388,Sat Jan 20 15:00:06 +0000 2018,@Foxnews,88,RIGHT NOW: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12p E… https://t.co/fK6u974nTI,0.1139,0.067,0.0,0.933
389,Sat Jan 20 14:51:55 +0000 2018,@Foxnews,89,"Moments ago @realDonaldTrump tweeted about the government shutdown, blaming Democrats for ""holding our military hos… https://t.co/YRKAJhWXmf",-0.4939,0.0,0.176,0.824
390,Sat Jan 20 14:23:11 +0000 2018,@Foxnews,90,A boy with Down syndrome became a basketball star after he scored a basket as his team cheered him on. https://t.co/tIYRwyBdfY,0.5106,0.163,0.0,0.837
391,Sat Jan 20 14:11:47 +0000 2018,@Foxnews,91,".@hogangidley45: ""The Democrats played politics with peoples' lives. They're holding the military hostage, they're… https://t.co/t8B7D3qHof",0.34,0.146,0.0,0.854
392,Sat Jan 20 14:04:26 +0000 2018,@Foxnews,92,OPINION: First lady Melania Trump marks first year with grace and dignity https://t.co/L35WPkUdTw,0.6705,0.333,0.0,0.667
393,Sat Jan 20 13:52:19 +0000 2018,@Foxnews,93,".@MichaelGWaltz: ""[Soldiers are] out there on the wall for our freedom and we can't do our job back in Washington t… https://t.co/wy519W6ceT",0.6369,0.167,0.0,0.833
394,Sat Jan 20 13:47:07 +0000 2018,@Foxnews,94,".@David_Bossie: ""This president only cares about America first."" https://t.co/IIUowmcYdd",0.4588,0.273,0.0,0.727
395,Sat Jan 20 13:43:49 +0000 2018,@Foxnews,95,".@David_Bossie: ""There is no reason our government is shutdown except the Democrat Party, the Democrat leadership w… https://t.co/qiPWrLAuMk",0.128,0.129,0.105,0.766
396,Sat Jan 20 13:42:00 +0000 2018,@Foxnews,96,".@David_Bossie: ""The Democratic Party is putting illegals, people here illegally, ahead of the American people."" https://t.co/XDd65ibeIP",0.4019,0.153,0.0,0.847
397,Sat Jan 20 13:33:53 +0000 2018,@Foxnews,97,"Trump blames Dems for shutdown, calls it 'nice present' marking his one year in office https://t.co/iHfbN5Ul8M",0.0258,0.144,0.138,0.718
398,Sat Jan 20 13:22:17 +0000 2018,@Foxnews,98,"North Korea sending 22 athletes to Winter Olympics, both countries to march together https://t.co/sgGYG2g4LK https://t.co/BxO4107jIG",0.0,0.0,0.0,1.0
399,Sat Jan 20 13:14:03 +0000 2018,@Foxnews,99,".@jasoninthehouse on the shutdown: ""Republicans are going to blame Democrats, Democrats are going to blame Republic… https://t.co/gqm1cW5ome",-0.5859,0.0,0.242,0.758
400,Sat Jan 20 20:50:07 +0000 2018,@nytimes,0,This week's Race/Related tackles the accusations against Aziz Ansari through a racial lens https://t.co/bgA7NpWFHW https://t.co/hfvLsCHP1z,-0.3182,0.0,0.15,0.85
401,Sat Jan 20 20:40:04 +0000 2018,@nytimes,1,RT @ESCochrane: The view outside the White House right now. https://t.co/YJFEf0gw2m,0.0,0.0,0.0,1.0
402,Sat Jan 20 20:33:55 +0000 2018,@nytimes,2,Tens of thousands of federal workers woke up to notices that they will be furloughed this coming week. But the shut… https://t.co/NGVt5VKzQU,0.0,0.0,0.0,1.0
403,Sat Jan 20 20:20:06 +0000 2018,@nytimes,3,RT @charlie_savage: Here's what's going on with the Trump-Russia investigation &amp; the sudden/intense #ReleaseTheMemo social-media campaign r…,0.0,0.0,0.0,1.0
404,Sat Jan 20 20:10:06 +0000 2018,@nytimes,4,"New York marchers are empowered: ""I feel like the revolution is now"" https://t.co/xJhfzx9JZj",0.3612,0.172,0.0,0.828
405,Sat Jan 20 20:00:04 +0000 2018,@nytimes,5,"RT @ESCochrane: Pelosi on the shutdown:
""We just came from the capitol where our Republican colleagues have shut down the government....
Th…",0.0,0.0,0.0,1.0
406,Sat Jan 20 19:49:03 +0000 2018,@nytimes,6,"Wearing a backward cap has never been a logical choice in tennis, but the style has persisted https://t.co/3bgbOnA03D",0.0,0.0,0.0,1.0
407,Sat Jan 20 19:39:12 +0000 2018,@nytimes,7,Read the full text of Aly Raisman's statement during the sentencing hearing of Larry Nassar https://t.co/cqWmAkFSIT… https://t.co/mQUR7t5LAs,-0.1531,0.0,0.091,0.909
408,Sat Jan 20 19:35:06 +0000 2018,@nytimes,8,"RT @ESCochrane: ""We're not tired, we're just getting started."" ""Happy anniversary, Mr. President."" Organizers speaking to kick off Washingt…",0.7274,0.264,0.0,0.736
409,Sat Jan 20 19:23:18 +0000 2018,@nytimes,9,Patrick Meehan used thousands of dollars in taxpayer money to settle the complaint after a former aide accused him… https://t.co/oqAz31rlpx,-0.5267,0.0,0.206,0.794
410,Sat Jan 20 19:19:22 +0000 2018,@nytimes,10,"Breaking News: Patrick Meehan, a congressman on a panel that examines harassment charges in the House, used public… https://t.co/wxyjuB9AbP",-0.6808,0.0,0.272,0.728
411,Sat Jan 20 19:07:05 +0000 2018,@nytimes,11,"In the dizzying news cycle of the Trump era, a shutdown crisis now may be long forgotten by November https://t.co/WVpM89Uwd9",-0.7184,0.0,0.261,0.739
412,Sat Jan 20 19:00:56 +0000 2018,@nytimes,12,"RT @ESCochrane: Nancy Pelosi, speaking to women's marchers in front of the Lincoln Memorial: ""Wouldn't you love to see this group serve in…",-0.5216,0.0,0.133,0.867
413,Sat Jan 20 18:52:07 +0000 2018,@nytimes,13,"Trump's remarks were broadcast to the Mall, the first time a president had addressed the annual March for Life on l… https://t.co/tfLv6kNMp9",0.0,0.0,0.0,1.0
414,Sat Jan 20 18:42:04 +0000 2018,@nytimes,14,"RT @johannabarr: “Everyone kept saying people are going to burn out; don’t highlight all the terrible things that are happening,” said Fati…",-0.1779,0.094,0.122,0.784
415,Sat Jan 20 18:32:04 +0000 2018,@nytimes,15,The Women’s March became a movement. What’s next? https://t.co/me9QvugZOi https://t.co/5NCOqqCd66,0.0,0.0,0.0,1.0
416,Sat Jan 20 18:22:28 +0000 2018,@nytimes,16,"RT @joumana_khatib: Watch scenes of the #WomensMarch2018 across the country: ""The only thing we have to lose is our chains"" https://t.co/tK…",-0.4019,0.0,0.119,0.881
417,Sat Jan 20 18:17:04 +0000 2018,@nytimes,17,New York lawmakers are trying to find options to sidestep the effects of President Trump’s new federal tax plan https://t.co/fnRnwUgco8,0.0,0.0,0.0,1.0
418,Sat Jan 20 18:02:05 +0000 2018,@nytimes,18,Read the full text of Aly Raisman's statement during the sentencing hearing of Larry Nassar https://t.co/xVYX23CyXf https://t.co/toiwsZ7cqd,-0.1531,0.0,0.091,0.909
419,Sat Jan 20 17:52:03 +0000 2018,@nytimes,19,"RT @jmartNYT: Why were most Dems willing to engage in brinksmanship? 

Because they know the midterms will revolve around Trump &gt;

https://…",0.34,0.103,0.0,0.897
420,Sat Jan 20 20:50:07 +0000 2018,@nytimes,20,This week's Race/Related tackles the accusations against Aziz Ansari through a racial lens https://t.co/bgA7NpWFHW https://t.co/hfvLsCHP1z,-0.3182,0.0,0.15,0.85
421,Sat Jan 20 20:40:04 +0000 2018,@nytimes,21,RT @ESCochrane: The view outside the White House right now. https://t.co/YJFEf0gw2m,0.0,0.0,0.0,1.0
422,Sat Jan 20 20:33:55 +0000 2018,@nytimes,22,Tens of thousands of federal workers woke up to notices that they will be furloughed this coming week. But the shut… https://t.co/NGVt5VKzQU,0.0,0.0,0.0,1.0
423,Sat Jan 20 20:20:06 +0000 2018,@nytimes,23,RT @charlie_savage: Here's what's going on with the Trump-Russia investigation &amp; the sudden/intense #ReleaseTheMemo social-media campaign r…,0.0,0.0,0.0,1.0
424,Sat Jan 20 20:10:06 +0000 2018,@nytimes,24,"New York marchers are empowered: ""I feel like the revolution is now"" https://t.co/xJhfzx9JZj",0.3612,0.172,0.0,0.828
425,Sat Jan 20 20:00:04 +0000 2018,@nytimes,25,"RT @ESCochrane: Pelosi on the shutdown:
""We just came from the capitol where our Republican colleagues have shut down the government....
Th…",0.0,0.0,0.0,1.0
426,Sat Jan 20 19:49:03 +0000 2018,@nytimes,26,"Wearing a backward cap has never been a logical choice in tennis, but the style has persisted https://t.co/3bgbOnA03D",0.0,0.0,0.0,1.0
427,Sat Jan 20 19:39:12 +0000 2018,@nytimes,27,Read the full text of Aly Raisman's statement during the sentencing hearing of Larry Nassar https://t.co/cqWmAkFSIT… https://t.co/mQUR7t5LAs,-0.1531,0.0,0.091,0.909
428,Sat Jan 20 19:35:06 +0000 2018,@nytimes,28,"RT @ESCochrane: ""We're not tired, we're just getting started."" ""Happy anniversary, Mr. President."" Organizers speaking to kick off Washingt…",0.7274,0.264,0.0,0.736
429,Sat Jan 20 19:23:18 +0000 2018,@nytimes,29,Patrick Meehan used thousands of dollars in taxpayer money to settle the complaint after a former aide accused him… https://t.co/oqAz31rlpx,-0.5267,0.0,0.206,0.794
430,Sat Jan 20 19:19:22 +0000 2018,@nytimes,30,"Breaking News: Patrick Meehan, a congressman on a panel that examines harassment charges in the House, used public… https://t.co/wxyjuB9AbP",-0.6808,0.0,0.272,0.728
431,Sat Jan 20 19:07:05 +0000 2018,@nytimes,31,"In the dizzying news cycle of the Trump era, a shutdown crisis now may be long forgotten by November https://t.co/WVpM89Uwd9",-0.7184,0.0,0.261,0.739
432,Sat Jan 20 19:00:56 +0000 2018,@nytimes,32,"RT @ESCochrane: Nancy Pelosi, speaking to women's marchers in front of the Lincoln Memorial: ""Wouldn't you love to see this group serve in…",-0.5216,0.0,0.133,0.867
433,Sat Jan 20 18:52:07 +0000 2018,@nytimes,33,"Trump's remarks were broadcast to the Mall, the first time a president had addressed the annual March for Life on l… https://t.co/tfLv6kNMp9",0.0,0.0,0.0,1.0
434,Sat Jan 20 18:42:04 +0000 2018,@nytimes,34,"RT @johannabarr: “Everyone kept saying people are going to burn out; don’t highlight all the terrible things that are happening,” said Fati…",-0.1779,0.094,0.122,0.784
435,Sat Jan 20 18:32:04 +0000 2018,@nytimes,35,The Women’s March became a movement. What’s next? https://t.co/me9QvugZOi https://t.co/5NCOqqCd66,0.0,0.0,0.0,1.0
436,Sat Jan 20 18:22:28 +0000 2018,@nytimes,36,"RT @joumana_khatib: Watch scenes of the #WomensMarch2018 across the country: ""The only thing we have to lose is our chains"" https://t.co/tK…",-0.4019,0.0,0.119,0.881
437,Sat Jan 20 18:17:04 +0000 2018,@nytimes,37,New York lawmakers are trying to find options to sidestep the effects of President Trump’s new federal tax plan https://t.co/fnRnwUgco8,0.0,0.0,0.0,1.0
438,Sat Jan 20 18:02:05 +0000 2018,@nytimes,38,Read the full text of Aly Raisman's statement during the sentencing hearing of Larry Nassar https://t.co/xVYX23CyXf https://t.co/toiwsZ7cqd,-0.1531,0.0,0.091,0.909
439,Sat Jan 20 17:52:03 +0000 2018,@nytimes,39,"RT @jmartNYT: Why were most Dems willing to engage in brinksmanship? 

Because they know the midterms will revolve around Trump &gt;

https://…",0.34,0.103,0.0,0.897
440,Sat Jan 20 17:42:02 +0000 2018,@nytimes,40,"The government shutdown risks political peril for both parties, and lawmakers insist that they were eager for a res… https://t.co/kw2C5uZAj5",0.1027,0.208,0.192,0.6
441,Sat Jan 20 17:32:09 +0000 2018,@nytimes,41,Trump accused Democrats of orchestrating a government shutdown to detract from the anniversary of his inauguration https://t.co/MssBkoxY1K,-0.296,0.0,0.128,0.872
442,Sat Jan 20 17:17:08 +0000 2018,@nytimes,42,Opinion: Here's what women around the country have done with their pussy hats https://t.co/FighucP4br,0.0,0.0,0.0,1.0
443,Sat Jan 20 17:02:08 +0000 2018,@nytimes,43,"Women’s March rallies are taking place in hundreds of cities across the world, galvanized by the #MeToo moment. Her… https://t.co/IFDL5uQNnp",0.0,0.0,0.0,1.0
444,Sat Jan 20 16:32:06 +0000 2018,@nytimes,44,"Paul Bocuse, the chef who revolutionized French cuisine at his 3-Michelin star restaurant, has died at 91 https://t.co/pxtlvlSonv",-0.5574,0.0,0.175,0.825
445,Sat Jan 20 16:17:04 +0000 2018,@nytimes,45,The latest front in the partisan struggle over the investigation into the Russia inquiry? A 2016 application for a… https://t.co/F8Zyum8Kqd,-0.3182,0.0,0.113,0.887
446,Sat Jan 20 16:02:03 +0000 2018,@nytimes,46,"Yes, people really are eating Tide pods. No, It’s not safe. https://t.co/dq1jV7GRcE",-0.2278,0.166,0.282,0.552
447,Sat Jan 20 15:47:06 +0000 2018,@nytimes,47,We will be tracking Women's Marches around the world and talking with women about what’s brought them out and their… https://t.co/rTUwLOf2kJ,0.0,0.0,0.0,1.0
448,Sat Jan 20 15:32:07 +0000 2018,@nytimes,48,"Over cheeseburgers, Trump and Chuck Schumer struck an outline of an agreement to keep the government open. Then eve… https://t.co/lsqvIJZWoS",0.296,0.138,0.086,0.776
449,Sat Jan 20 15:17:03 +0000 2018,@nytimes,49,"10 breakout films of Sundances past, and where to stream them https://t.co/MoY5XjPsSd",0.0,0.0,0.0,1.0
450,Sat Jan 20 15:03:03 +0000 2018,@nytimes,50,"Heartier than chicken soup, this classic comfort dish is decidedly more stewlike https://t.co/hUdkydcK0F https://t.co/sa2DDhOuGH",0.3612,0.161,0.0,0.839
451,Sat Jan 20 14:57:56 +0000 2018,@nytimes,51,Trump Passed a Cognitive Exam. What Does That Really Mean? https://t.co/cj4rP8dILy,0.0,0.0,0.0,1.0
452,Sat Jan 20 14:42:04 +0000 2018,@nytimes,52,"In Savannah, there is no shortage of history, beauty and architectural delights. And a visit needn’t cost you much. https://t.co/Oxr655YBgH",0.5574,0.262,0.162,0.577
453,Sat Jan 20 14:28:08 +0000 2018,@nytimes,53,"Review: The Ghosts of Michael Brown, in ‘Until the Flood’ https://t.co/7R0zL5vMej",0.0,0.0,0.0,1.0
454,Sat Jan 20 14:22:03 +0000 2018,@nytimes,54,"The hidden gems of 2017 movies are on ... Netflix?
https://t.co/SsxdMkYLgP",0.0,0.0,0.0,1.0
455,Sat Jan 20 14:13:32 +0000 2018,@nytimes,55,"Yes, People Really Are Eating Tide Pods. No, It’s Not Safe. https://t.co/HeEYEGbJy2",0.5267,0.333,0.131,0.536
456,Sat Jan 20 14:03:03 +0000 2018,@nytimes,56,Opinion: Anyone who doubts climate change should come to this island in Bangladesh https://t.co/lSDpuYBL0p,-0.296,0.0,0.145,0.855
457,Sat Jan 20 13:42:04 +0000 2018,@nytimes,57,"The final Boeing 747 flight by any commercial U.S. airline took to the sky recently, with some tears and farewells.… https://t.co/byasX5k8Wj",-0.2263,0.0,0.087,0.913
458,Sat Jan 20 13:31:45 +0000 2018,@nytimes,58,"Women’s March Returns a Year Later, as Movement Evolves https://t.co/CaTjWF8xTi",0.0,0.0,0.0,1.0
459,Sat Jan 20 13:28:25 +0000 2018,@nytimes,59,"Paul Bocuse, Celebrated French Chef, Dies at 91 https://t.co/UaHdGhqQCy",0.5719,0.316,0.0,0.684
460,Sat Jan 20 13:22:04 +0000 2018,@nytimes,60,How bad is this year's flu season? Is this particular strain dangerous? Answers to your questions about the flu. https://t.co/xmMuHkNTUO,-0.9074,0.0,0.471,0.529
461,Sat Jan 20 13:03:05 +0000 2018,@nytimes,61,Calls grow for Michigan State University president to resign over Larry Nassar case https://t.co/eMrkbtOa83,-0.34,0.0,0.156,0.844
462,Sat Jan 20 12:42:04 +0000 2018,@nytimes,62,10 new books recommended by critics and editors at The New York Times https://t.co/ErX0lAk3Sw,-0.1027,0.113,0.138,0.75
463,Sat Jan 20 12:22:04 +0000 2018,@nytimes,63,RT @paula_span: Should you have a separate advance directive that tells your doctors what to do if you develop dementia?  https://t.co/V4TZ…,0.0,0.0,0.0,1.0
464,Sat Jan 20 12:03:05 +0000 2018,@nytimes,64,Here's how every senator voted on the government shutdown https://t.co/Xv97B6C5nr,0.0,0.0,0.0,1.0
465,Sat Jan 20 11:45:42 +0000 2018,@nytimes,65,"""Little Ripper"" helped save 2 swimmers at a beach in Australia. (Little Ripper is a drone.) https://t.co/VQ2cJWh8ET",0.4472,0.184,0.0,0.816
466,Sat Jan 20 11:28:34 +0000 2018,@nytimes,66,"""They said, 'You look shaken,' and I said I was,"" Richard Durbin said. ""After you have been in politics as long I h… https://t.co/Cx2XimdDHH",0.0,0.0,0.0,1.0
467,Sat Jan 20 11:11:31 +0000 2018,@nytimes,67,Satellite imagery of the California mudslides that are being used to identify what caused them https://t.co/10o3qlCHx7,0.0,0.0,0.0,1.0
468,Sat Jan 20 10:53:24 +0000 2018,@nytimes,68,Fiction: Madeleine Thien’s New Novel of Communist Occupation Turns Inward https://t.co/7Q28FkgVuY,0.3182,0.187,0.0,0.813
469,Sat Jan 20 10:49:48 +0000 2018,@nytimes,69,11 of Our Best Weekend Reads https://t.co/hRcyPAId3u,0.6369,0.412,0.0,0.588
470,Sat Jan 20 10:37:03 +0000 2018,@nytimes,70,Olympic gymnasts Aly Raisman and Jordyn Wieber echoed dozens who say they too are victims of Larry Nassar https://t.co/VHdZcd27Yo,-0.3182,0.0,0.113,0.887
471,Sat Jan 20 10:18:44 +0000 2018,@nytimes,71,Meet Your Art Twin: A 400-Year-Old With an Oily Complexion https://t.co/rvE3qpQYa8,0.0,0.0,0.0,1.0
472,Sat Jan 20 10:03:07 +0000 2018,@nytimes,72,"For more than 600 years, Prague’s Astronomical Clock has measured the passing hours, noting when day turns to night… https://t.co/Zrc9brh9hM",0.0,0.0,0.0,1.0
473,Sat Jan 20 09:43:13 +0000 2018,@nytimes,73,"While the lives of squid are mysterious in many ways, one gruesome truth is that after mating comes death https://t.co/SufNiLX4kV",-0.3818,0.095,0.161,0.744
474,Sat Jan 20 09:27:02 +0000 2018,@nytimes,74,"Being antisocial leads to a longer life. For marmots.
https://t.co/DaLzio5lXK",0.0,0.0,0.0,1.0
475,Sat Jan 20 09:10:01 +0000 2018,@nytimes,75,"RT @nytvideo: She created a spreadsheet that enabled women in the media industry to name men accused of sexual misconduct. Now, she's speak…",-0.0516,0.083,0.091,0.826
476,Sat Jan 20 08:52:52 +0000 2018,@nytimes,76,"""The Bitcoin bubble may ultimately turn out to be a distraction from the true significance of the blockchain."" https://t.co/6ytFQB1bwE",0.3182,0.218,0.116,0.667
477,Sat Jan 20 08:33:45 +0000 2018,@nytimes,77,"Playlist: The Playlist: Previously Unreleased Hendrix, and 10 More New Songs https://t.co/JXz0qZU4kE",0.0,0.0,0.0,1.0
478,Sat Jan 20 08:23:05 +0000 2018,@nytimes,78,A new book examines why child prodigies often do not sustain their genius into adulthood https://t.co/pGOmbRRCet,0.0,0.0,0.0,1.0
479,Sat Jan 20 08:05:51 +0000 2018,@nytimes,79,"A baby who had experimental surgery while still in the womb for a severe spinal defect, is born: full-term and kick… https://t.co/mE6EplU9IO",-0.6124,0.0,0.217,0.783
480,Sat Jan 20 07:48:30 +0000 2018,@nytimes,80,"“Dr. Nassar was not a doctor. He in fact is, was, and forever shall be a child molester, and a monster of a human b… https://t.co/qMj2PIGVRE",-0.5106,0.0,0.136,0.864
481,Sat Jan 20 07:32:04 +0000 2018,@nytimes,81,"RT @NYTStyles: He remembered thinking, “this guy has a lot of guts, and he’s kind of cute, too.” (And both, now active-duty Apache helicopt…",0.4033,0.11,0.0,0.89
482,Sat Jan 20 07:20:03 +0000 2018,@nytimes,82,Senate Leaders Speak After Government Shuts Down https://t.co/YLdt83KR3b,0.0,0.0,0.0,1.0
483,Sat Jan 20 07:06:18 +0000 2018,@nytimes,83,"""How do you exorcise someone like this, get them out of your deepest being, out from under your skin?"" https://t.co/syUgYiQxsI",0.3612,0.116,0.0,0.884
484,Sat Jan 20 06:47:02 +0000 2018,@nytimes,84,RT @NYTHealth: More young and middle-aged women are using A.D.H.D. drugs -- a lot more. https://t.co/HIcRS0X6Zi,0.0,0.0,0.0,1.0
485,Sat Jan 20 06:32:03 +0000 2018,@nytimes,85,Delta Air Lines said it was tightening its rules for service and support animals https://t.co/AKlQ1D1arM,0.4019,0.162,0.0,0.838
486,Sat Jan 20 06:23:00 +0000 2018,@nytimes,86,RT @thomaskaplan: McConnell says the Senate will convene at noon on Saturday.,0.0,0.0,0.0,1.0
487,Sat Jan 20 06:18:06 +0000 2018,@nytimes,87,"Leaving a bad review on Airbnb is one thing, receiving one is another https://t.co/mpoMe1yJyi",-0.5423,0.0,0.226,0.774
488,Sat Jan 20 06:03:03 +0000 2018,@nytimes,88,"RT @shearm: My story on the day of negotiations between @SenSchumer and @realDonaldTrump, with @maggieNYT https://t.co/XmaW2DCeZq",0.0,0.0,0.0,1.0
489,Sat Jan 20 05:48:04 +0000 2018,@nytimes,89,A neighbor of Rand Paul is expected to plead guilty to a federal charge in connection with his attack of the senator https://t.co/57HM7jFD9H,-0.7096,0.0,0.237,0.763
490,Sat Jan 20 05:32:03 +0000 2018,@nytimes,90,"RT @nytpolitics: Over cheeseburgers, President Trump and Senator Schumer struck an outline of an agreement to keep the government open. The…",0.296,0.132,0.083,0.785
491,Sat Jan 20 05:18:04 +0000 2018,@nytimes,91,Here is the impact of the government shutdown on federal agencies https://t.co/rsI0Hzxg4M,0.0,0.0,0.0,1.0
492,Sat Jan 20 05:03:09 +0000 2018,@nytimes,92,Breaking News: The U.S. government has officially shut down. Lawmakers are now scrambling for a quick deal to reope… https://t.co/BazuiRbaEc,0.0,0.0,0.0,1.0
493,Sat Jan 20 04:48:05 +0000 2018,@nytimes,93,RT @NeilMacFarquhar: H'o'w would you feel if your new alpha'b'et was suddenly full of apo'stro'phes in odd pla'c'es? #Kazakhstan https://t.…,-0.3182,0.0,0.108,0.892
494,Sat Jan 20 04:33:01 +0000 2018,@nytimes,94,"""Music is an inherently creative process. So we are directly opposing this feeling of loss with a feeling of creati… https://t.co/SlarusOduK",0.431,0.252,0.094,0.654
495,Sat Jan 20 04:18:06 +0000 2018,@nytimes,95,"When states make it harder to enroll, even eligible people drop Medicaid https://t.co/sK8XW1Qh4t",-0.2732,0.0,0.149,0.851
496,Sat Jan 20 04:08:04 +0000 2018,@nytimes,96,Here's how every senator voted on the government shutdown https://t.co/yr83pkdqKh,0.0,0.0,0.0,1.0
497,Sat Jan 20 03:48:05 +0000 2018,@nytimes,97,"RT @nytpolitics: If the government shuts down, hundreds of thousands of federal workers would be furloughed, affecting a wide range of gove…",0.0,0.0,0.0,1.0
498,Sat Jan 20 03:34:02 +0000 2018,@nytimes,98,A stopgap spending bill to keep the government open was blocked in the Senate. Latest updates here: https://t.co/H02W3crJsX,-0.2732,0.0,0.116,0.884
499,Sat Jan 20 03:24:04 +0000 2018,@nytimes,99,RT @nytgraphics: LIVE VOTE COUNT: The Senate is voting now to avert a government shutdown https://t.co/GV9koV4bU9,-0.1779,0.0,0.108,0.892
